Seller_SP_ID,Product_SP_ID,Stock_Left,Product_Discount
10000000000,B001HU2LDQ,39,25
10000000000,B001HX4DNE,120,38
10000000000,B001KZH692,71,35
10000000000,B008U4MKU6,112,44
10000000000,B000067PRC,141,21
10000000000,B000WJLKQM,74,43
10000000000,B000I2Q0F4,39,20
10000000000,B003G2YUUA,103,45
10000000000,B003GQ0LQ8,55,26
10000000000,B003H4QFPU,62,41
10000000000,B000I2Q0DG,74,36
10000000000,B000I2Q0C2,46,38
10000000000,B008STIQGA,89,31
10000000000,B001N44UX0,47,29
10000000000,B003I7ITS2,0,35
10000000000,B000I2MRM4,61,33
10000000000,B001N44BWA,93,37
10000000000,B008UWCRYC,66,34
10000000000,B000067EH7,67,39
10000000000,B003C1QRRY,121,28
10000000000,B008X6RH0E,85,32
10000000000,B003D7N1YE,61,19
10000000000,B001NJC5QY,103,32
10000000000,B003DKT73A,121,26
10000000000,B003FPQKYW,47,48
10000000000,B001NIFOJA,72,29
10000000000,B003F6T2B4,66,22
10000000000,B008VWTOQ0,79,26
10000000000,B008VWN510,104,29
10000000000,B000I2Q0FE,65,41
10000000000,B008VV3MY6,58,41
10000000000,B001NAAQQE,61,35
10000000000,B000I2WAY4,73,16
10000000000,B008HDDF68,61,39
10000000000,B000067QZI,92,44
10000000000,B000I2MRLK,123,30
10000000000,B003N9M6YI,41,36
10000000000,B000WX5JXS,78,25
10000000000,B008K3YUB4,54,45
10000000000,B000069EXN,31,48
10000000000,B008K0TMR4,117,30
10000000000,B001L2SA3A,62,18
10000000000,B000HEG7KQ,94,40
10000000000,B003N49ML8,129,24
10000000000,B000HDJVGY,107,42
10000000000,B003QP31OI,148,38
10000000000,B000XA6DC6,34,26
10000000000,B003REAPE2,60,31
10000000000,B003S8750Y,79,27
10000000000,B00006G963,93,33
10000000000,B003SROV48,80,34
10000000000,B008J7K0JC,76,44
10000000000,B001MVNPLM,78,42
10000000000,B000HKGDAE,120,35
10000000000,B003LW4J6A,35,24
10000000000,B008PURSCU,62,24
10000000000,B003I8687A,82,38
10000000000,B003IHVHO0,33,21
10000000000,B000I2MRJC,67,28
10000000000,B001LQCOIS,49,37
10000000000,B003IXVOF6,75,35
10000000000,B000HZI1R2,110,33
10000000000,B001LNE7Y0,94,29
10000000000,B00006966I,46,23
10000000000,B001LLG8TE,116,25
10000000000,B000HZEQSU,17,24
10000000000,B000HZD1Q8,58,42
10000000000,B000WUF4LS,33,32
10000000000,B003LUOBP6,36,28
10000000000,B001O7ESYW,68,24
10000000000,B000056C86,64,48
10000000000,B004IYHKNO,74,46
10000000000,B001CWFBR2,61,25
10000000000,B0000D9RQ2,88,46
10000000000,B004J1QNFW,92,30
10000000000,B0010L98DI,76,27
10000000000,B001CWFCV2,112,32
10000000000,B00FZGLKPI,97,18
10000000000,B004K4Q9BG,113,14
10000000000,B004K6LMXY,85,41
10000000000,B00G34TIAA,54,43
10000000000,B004KT82AM,80,11
10000000000,B007IV17PQ,141,44
10000000000,B001CWB3KG,84,31
10000000000,B004JA1XB2,100,32
10000000000,B004L2JJAK,66,44
10000000000,B00101TXPG,69,40
10000000000,B004I42GQK,92,24
10000000000,B004GXA6JM,43,34
10000000000,B004GYZ3OE,64,21
10000000000,B001D7E0WS,72,32
10000000000,B007OQP6A2,93,35
10000000000,B004HFQONG,112,36
10000000000,B000COY136,115,38
10000000000,B007NG5UEU,101,38
10000000000,B007NG5UGS,85,33
10000000000,B007NG5UF4,62,25
10000000000,B000ZYL5ZK,48,34
10000000000,B004HMUIN6,40,43
10000000000,B001D2WX5E,80,37
10000000000,B0000AY9XY,104,41
10000000000,B004HWXCJS,118,31
10000000000,B0000CARJQ,64,27
10000000000,B004HM35Y0,103,36
10000000000,B004GTLRY4,15,36
10000000000,B0010PW47Q,96,44
10000000000,B004P1IWDW,96,42
10000000000,B004P1IWLO,84,25
10000000000,B001C3KXPG,55,42
10000000000,B004P4SQ3K,85,29
10000000000,B004P7EC7Q,92,30
10000000000,B000BD6M1M,35,45
10000000000,B000B9RI4Q,91,36
10000000000,B000BF6UVC,27,29
10000000000,B0000DEW8N,79,28
10000000000,B004RL12SM,126,42
10000000000,B000AB0S4C,49,28
10000000000,B004S2AM2C,47,30
10000000000,B000A88JZU,89,30
10000000000,B004SIAEYC,68,41
10000000000,B001BPQZ2K,42,27
10000000000,B000A88JYQ,92,41
10000000000,B000AV5LZ8,83,34
10000000000,B004LE8ZM6,73,16
10000000000,B004P1IVXS,82,44
10000000000,B000BIZ87Q,60,39
10000000000,B000BPMJR6,63,38
10000000000,B004MMDZVS,91,42
10000000000,B001CW7CVK,59,15
10000000000,B007IERG0I,74,29
10000000000,B001CSO1FO,37,25
10000000000,B001CPD400,95,45
10000000000,B000BH79VK,152,38
10000000000,B001CJKE40,64,26
10000000000,B004OR1DNI,62,45
10000000000,B00G6H89FO,91,25
10000000000,B001CDFPY0,80,41
10000000000,B004OR1DTC,50,37
10000000000,B004OR1DXI,50,43
10000000000,B001CAOYZ4,85,43
10000000000,B004GJXM88,40,35
10000000000,B000ZG2JH6,77,31
10000000000,B0048SOBGO,82,27
10000000000,B000G0HF16,94,38
10000000000,B000YDIGCC,71,23
10000000000,B0000936M4,99,33
10000000000,B0049SP08Q,86,29
10000000000,B001FXE2XC,110,39
10000000000,B0048BP5RU,82,33
10000000000,B001FL42VG,94,27
10000000000,B001FCK32C,64,23
10000000000,B004B1N6ZU,18,30
10000000000,B001FB567U,65,36
10000000000,B004B762AK,128,24
10000000000,B000056HNX,106,37
10000000000,B000FT7NQU,59,41
10000000000,B000FI0HUU,111,31
10000000000,B00488TF38,79,48
10000000000,B00483GAJU,13,38
10000000000,B0045VA3SO,92,28
10000000000,B000G6BZJI,76,33
10000000000,B0045Y140M,136,28
10000000000,B0046MV58Y,94,24
10000000000,B0081YVDM6,100,47
10000000000,B00008ODBG,91,36
10000000000,B00474CUTO,101,27
10000000000,B0047EASLG,90,50
10000000000,B0081C9UOQ,116,27
10000000000,B000G0J5FU,88,49
10000000000,B00EJ6MSP6,88,25
10000000000,B000E18M2I,63,45
10000000000,B004BH9JSM,128,36
10000000000,B000YFSFVC,44,43
10000000000,B000EM7KVG,83,28
10000000000,B004F1XGWY,53,34
10000000000,B004FKPZBA,43,42
10000000000,B000YZAG7I,42,44
10000000000,B000EI8L0O,57,40
10000000000,B001DVRTEA,17,35
10000000000,B00009X3Y7,76,17
10000000000,B004EWGDCE,57,53
10000000000,B000EGZ40G,101,40
10000000000,B00009ZIKH,124,21
10000000000,B004G8QSXU,68,34
10000000000,B004G8QSYO,82,40
10000000000,B000E873YY,106,53
10000000000,B00009IMCK,50,41
10000000000,B004EWGDB0,4,33
10000000000,B001E4VTD8,16,41
10000000000,B004BSFC46,64,25
10000000000,B00ESXREHW,123,45
10000000000,B000FFL58Q,92,46
10000000000,B000YH4TYW,79,33
10000000000,B001F50FFE,91,39
10000000000,B004CJ9D44,92,40
10000000000,B004CJ9D6W,42,24
10000000000,B00009KX73,143,35
10000000000,B004DC9TCQ,122,37
10000000000,B000YLZVQS,20,28
10000000000,B007UDKKM8,43,42
10000000000,B004E89AGY,94,32
10000000000,B004EBUX8K,96,28
10000000000,B00F2MQ258,45,45
10000000000,B001F41S6K,79,48
10000000000,B001BMWABI,137,23
10000000000,B003BIFNYQ,60,33
10000000000,B000MZKTU4,62,30
10000000000,B00AJSJFYU,68,29
10000000000,B00295MQLU,81,38
10000000000,B002SNAK48,81,39
10000000000,B00AJF7OYG,54,30
10000000000,B000MVQBG4,104,41
10000000000,B002SW3C7G,73,35
10000000000,B000MRLYMY,68,31
10000000000,B002T1HGZK,22,43
10000000000,B002T5Q01C,58,40
10000000000,B00AHPZY68,89,44
10000000000,B002TOKHK8,37,32
10000000000,B002S0NR0K,63,37
10000000000,B000NUJM0G,46,25
10000000000,B002PAV6T2,86,37
10000000000,B00APDLBR8,85,33
10000000000,B000S9RF4M,37,44
10000000000,B002A9JCVW,77,34
10000000000,B002Q0YA26,141,23
10000000000,B002QB2LHQ,52,37
10000000000,B000056OV0,1,26
10000000000,B002QBDMDI,83,41
10000000000,B00005BTNA,91,37
10000000000,B000N9H4SE,47,29
10000000000,B002R8QAT8,96,28
10000000000,B000NAOH1A,44,23
10000000000,B002A9JCWQ,147,27
10000000000,B002TUTQMM,82,34
10000000000,B0028797PM,64,41
10000000000,B0024OQT6E,94,32
10000000000,B000M432IG,89,28
10000000000,B00245IA2Y,71,31
10000000000,B002UXQM16,113,38
10000000000,B00A9OJ60C,41,38
10000000000,B00A8EZOHM,36,39
10000000000,B000LY3W00,111,48
10000000000,B00AA7O4CS,99,32
10000000000,B002V027QC,82,32
10000000000,B00A7DATQ0,43,45
10000000000,B00005C6OI,44,40
10000000000,B002V92ZIS,106,37
10000000000,B002VA2UFA,70,29
10000000000,B002VBXY40,102,37
10000000000,B00A65YN8E,85,32
10000000000,B002VBXY4U,73,24
10000000000,B002V92XAS,88,36
10000000000,B00AHO43BG,62,31
10000000000,B000TFGUC8,61,18
10000000000,B00AHGF42G,87,31
10000000000,B002UD65Y0,54,32
10000000000,B00AH8IUUM,46,36
10000000000,B002UD660S,68,43
10000000000,B002UFWTHU,86,38
10000000000,B0027A5FUQ,38,28
10000000000,B002US8D5Y,114,33
10000000000,B000MAERLG,46,46
10000000000,B00279MUKK,51,29
10000000000,B00BR0OMG0,78,28
10000000000,B002UJGK1C,143,32
10000000000,B000MAER3Y,70,29
10000000000,B00005C1HC,15,20
10000000000,B00278WA4W,110,31
10000000000,B00ADEL5UM,72,42
10000000000,B000LXQVA4,27,48
10000000000,B000O3GCFU,67,33
10000000000,B002OOWAB2,32,42
10000000000,B00B59PVPO,88,49
10000000000,B00B56MMLI,110,38
10000000000,B002J4U8M0,132,40
10000000000,B00B3N7M3G,96,30
10000000000,B000PRUAFI,82,28
10000000000,B002DND57M,93,23
10000000000,B00BEVF1VC,118,24
10000000000,B002CN133G,56,41
10000000000,B00B1M2R34,72,37
10000000000,B002KCNEDG,89,38
10000000000,B000PC5KNA,27,35
10000000000,B000RNJ24A,108,23
10000000000,B002C30S96,66,27
10000000000,B002KGHUL4,108,37
10000000000,B000PJV8WA,122,33
10000000000,B00B1M2Q5I,98,43
10000000000,B002DR41S0,78,31
10000000000,B000R9H0OI,53,34
10000000000,B00B9ZRZFS,80,47
10000000000,B002F9MUX4,5,47
10000000000,B000RFDQEK,104,32
10000000000,B002F9MUM0,73,27
10000000000,B002FIQ7I4,64,42
10000000000,B002FKAMLA,93,27
10000000000,B002FKCOFM,11,43
10000000000,B000R7L80C,74,25
10000000000,B002EL4J14,67,42
10000000000,B000RHB4V0,94,30
10000000000,B002G9UTOK,104,28
10000000000,B002GD4H6M,21,30
10000000000,B002GPVER0,117,22
10000000000,B000058DN6,86,43
10000000000,B00B7M7BL6,69,37
10000000000,B000058CC7,71,57
10000000000,B002OOWAGW,102,41
10000000000,B00BEVSRSG,59,40
10000000000,B000P7RIOY,80,40
10000000000,B00AV53YXO,89,35
10000000000,B000056OWT,42,48
10000000000,B000O7SR18,78,37
10000000000,B002MXP3SM,75,28
10000000000,B002N5F2F8,64,27
10000000000,B002N5IE8U,47,46
10000000000,B000S465SO,68,39
10000000000,B002MN3JY2,79,32
10000000000,B002AWYDLS,12,36
10000000000,B002NQU65I,80,28
10000000000,B00ARTRQ0Q,93,48
10000000000,B002OC1M22,37,42
10000000000,B002ACOY3K,100,38
10000000000,B002OL1TBW,80,32
10000000000,B002OL1TSA,116,39
10000000000,B002AX5IAW,90,54
10000000000,B000ROHT12,68,35
10000000000,B000OCLSHS,65,38
10000000000,B002L3T9YM,99,36
10000000000,B00B1M2N6K,19,20
10000000000,B002LARAVO,124,39
10000000000,B00B0698TC,59,29
10000000000,B002LARFQ4,103,25
10000000000,B00005BMDX,83,40
10000000000,B002BSHTVW,55,28
10000000000,B002LZEJ90,73,29
10000000000,B00AYO46W0,84,42
10000000000,B00AXX7WGE,64,32
10000000000,B002M77N22,39,36
10000000000,B000OR3EM0,64,39
10000000000,B000IDSLOG,48,31
10000000000,B002VHBU2W,93,19
10000000000,B000JOT2RO,70,27
10000000000,B0037LJAL4,86,44
10000000000,B00COMEVHU,82,30
10000000000,B0037NXP18,87,28
10000000000,B000V88HJM,100,29
10000000000,B0037UZUR8,4,34
10000000000,B000JNP0F8,65,38
10000000000,B0037B0Y2S,81,39
10000000000,B003807VGK,58,21
10000000000,B000JIJPZY,77,34
10000000000,B000JIHP88,94,40
10000000000,B000V98HCI,82,42
10000000000,B00006408K,74,40
10000000000,B001QKJ9SC,91,41
10000000000,B001QVOLKW,134,31
10000000000,B0035ER4WU,80,45
10000000000,B0035ER58I,61,35
10000000000,B0000635WI,56,27
10000000000,B009D42TZ8,75,55
10000000000,B0035ER592,63,40
10000000000,B000JVTP38,108,32
10000000000,B000JROE6K,78,23
10000000000,B0097D4ZMU,99,16
10000000000,B0035LLG2W,76,36
10000000000,B001R2L6PS,83,31
10000000000,B0098PUNGO,99,42
10000000000,B001R0UNA4,78,33
10000000000,B0036QV93C,126,37
10000000000,B0098RE4H6,91,29
10000000000,B000056JJF,83,34
10000000000,B0095YY7RY,95,44
10000000000,B001PTGPXQ,57,36
10000000000,B0039ODCO0,78,35
10000000000,B001OC5UMQ,84,40
10000000000,B000W6RTGK,21,30
10000000000,B009036N18,118,29
10000000000,B003AJHDQW,78,39
10000000000,B008ZB5E2K,64,37
10000000000,B001O9F6M8,70,30
10000000000,B000JHN3AS,75,30
10000000000,B00913D2AC,34,29
10000000000,B001OMES60,33,45
10000000000,B0000649E1,76,44
10000000000,B0038JDUUC,57,27
10000000000,B0038JDUYI,48,45
10000000000,B001PBFWMO,37,37
10000000000,B000V9DXGS,79,36
10000000000,B0038OLMXE,70,43
10000000000,B000V9IB0G,78,27
10000000000,B0038JDVBK,160,48
10000000000,B000VJJF60,43,36
10000000000,B0038JE5Y2,17,40
10000000000,B001P1WIRG,34,17
10000000000,B0038JE61O,89,32
10000000000,B0038JDV7O,52,39
10000000000,B00208KCUS,107,43
10000000000,B001RAFWEG,61,54
10000000000,B0034UGFB6,101,35
10000000000,B001VEJ2GC,57,24
10000000000,B000LP2G6K,84,30
10000000000,B00A27R22K,102,42
10000000000,B002XMRGMS,61,34
10000000000,B001V7R55Y,103,25
10000000000,B002XNK2VO,44,28
10000000000,B002WN20F6,58,32
10000000000,B002XVRKHK,38,29
10000000000,B00A0ACI4Q,72,38
10000000000,B009ZU44AI,49,43
10000000000,B002YGSXF2,82,36
10000000000,B002YQQQJW,83,35
10000000000,B000056OUH,94,32
10000000000,B002ZRPJRK,73,29
10000000000,B0030DFRGQ,93,23
10000000000,B009YSYCZS,66,32
10000000000,B002WGI5O8,99,28
10000000000,B000U5AZ2S,82,21
10000000000,B00A4B35JS,86,35
10000000000,B002VPCQCW,105,31
10000000000,B00005JIVI,93,37
10000000000,B001XDKTXQ,101,35
10000000000,B000LSL5ZK,67,37
10000000000,B001X9INMY,106,41
10000000000,B001VER3NQ,47,27
10000000000,B002VWZU7S,63,28
10000000000,B00BXE5NWW,78,26
10000000000,B002WB2G8Y,36,26
10000000000,B000U00VK4,119,34
10000000000,B001W2CCY2,71,30
10000000000,B002WDEIVA,50,21
10000000000,B000TZVW6M,42,41
10000000000,B0034ZFYGS,91,34
10000000000,B000KW3ZE6,66,37
10000000000,B00318CLDW,66,35
10000000000,B000K53U7K,151,38
10000000000,B001T42ZNG,84,35
10000000000,B0033UWSYK,70,27
10000000000,B009JV34RC,79,33
10000000000,B00342UIFI,90,44
10000000000,B001SKKW0E,6,27
10000000000,B00CDJSHV0,47,37
10000000000,B000UUO7P4,141,41
10000000000,B00CF6TT2W,42,43
10000000000,B0034G61DC,96,43
10000000000,B0034H4IL8,104,36
10000000000,B00CGVIY6S,88,34
10000000000,B00CGZ3F0Y,69,32
10000000000,B009ICN71K,87,39
10000000000,B000056JMU,3,33
10000000000,B00318CLA0,97,48
10000000000,B00CBJ0PN0,78,33
10000000000,B009M640VI,66,33
10000000000,B000KU5A9G,119,24
10000000000,B0031AP83K,24,42
10000000000,B000KN0M7S,67,36
10000000000,B009UPUFCY,89,19
10000000000,B000KJS57Q,88,48
10000000000,B001U9OUYC,123,28
10000000000,B000UO78TM,119,41
10000000000,B009M63NVG,54,21
10000000000,B009S4NN62,66,38
10000000000,B0031VLRYI,105,24
10000000000,B000K53UEI,146,40
10000000000,B0032AYC72,70,25
10000000000,B001U7PV60,70,32
10000000000,B00007DWBH,62,43
10000000000,B00125NZSQ,58,44
10000000000,B00020L78M,75,49
10000000000,B0002OT00U,64,36
10000000000,B006WHR6CU,99,23
10000000000,B006YPTWHC,102,31
10000000000,B00029T4D8,57,38
10000000000,B006GYLKOO,31,40
10000000000,B006UDLXFW,78,47
10000000000,B006ZSYJ08,73,28
10000000000,B006SFUEF2,85,44
10000000000,B0006BAJN6,22,42
10000000000,B0072FREFA,71,33
10000000000,B0012SCANO,99,41
10000000000,B00504MQN0,69,22
10000000000,B0002ZOI9W,62,35
10000000000,B00095LIP2,87,37
10000000000,B006YPTWF4,136,30
10000000000,B005PRP8Q4,73,47
10000000000,B006YBHE6M,103,29
10000000000,B006T89X9Q,83,39
10000000000,B0014JAR72,81,20
10000000000,B0077J2KA0,61,44
10000000000,B0012OR9ES,145,27
10000000000,B0006N8XM8,59,35
10000000000,B005HI4DKI,36,38
10000000000,B004VNFGME,28,34
10000000000,B0018JWAF0,65,30
10000000000,B006GH4QS8,54,21
10000000000,B004VQAL76,52,39
10000000000,B0053YVD90,61,40
10000000000,B00018XCJC,90,27
10000000000,B006ZFO4W4,91,33
10000000000,B0013L563Q,80,43
10000000000,B0050GD2EK,83,35
10000000000,B0002E7DHW,36,41
10000000000,B006VZ50BC,102,30
10000000000,B001AG0YL8,103,24
10000000000,B00GZFNHOA,56,35
10000000000,B0002JZOLO,119,41
10000000000,B005YGV8RO,23,49
10000000000,B0018ZC7H0,11,29
10000000000,B006SFUDT4,122,28
10000000000,B006ZIST04,42,47
10000000000,B005OI8O88,22,27
10000000000,B0054O9W1K,113,23
10000000000,B005QAMMKK,46,40
10000000000,B001936S4O,119,50
10000000000,B00H3X80UO,76,18
10000000000,B0017NC77I,25,39
10000000000,B0057EEC3A,31,36
10000000000,B005AV0SRE,72,28
10000000000,B006J2U4T0,108,32
10000000000,B004X8GJPA,66,39
10000000000,B006SFUEG6,20,49
10000000000,B00081J3N6,77,31
10000000000,B006Y3S838,59,30
10000000000,B001AH8JNC,74,48
10000000000,B0001D12XA,84,28
10000000000,B005ASKQ42,62,34
10000000000,B0016RSDYG,63,27
10000000000,B005UND06I,90,25
10000000000,B0009RG8XW,55,31
10000000000,B00157CYU6,61,52
10000000000,B0079Q5W2Y,110,29
10000000000,B005A3OGR0,87,14
10000000000,B00081J3OU,55,30
10000000000,B004XV2910,42,35
10000000000,B0019JF0T2,107,37
10000000000,B0058NF8JW,61,40
10000000000,B0070OQO5Y,19,25
10000000000,B00HVDOJD8,17,34
10000000000,B006JH3MIK,40,33
10000000000,B0006FHBBA,86,42
10000000000,B006YPTZLU,18,45
10000000000,B001AI5074,53,39
10000000000,B0017P3LQW,102,32
10000000000,B005CVX716,116,29
10000000000,B006ISOQO4,32,28
10000000000,B001ANVUUU,136,34
10000000000,B0078PW4R2,101,29
10000000000,B00IVNEGLW,71,39
10000000000,B005WH3R9M,21,27
10000000000,B0056S88AK,85,30
10000000000,B006WU9N64,74,23
10000000000,B0017VM2NY,138,43
10000000000,B0071GPBC8,32,42
10000000000,B006MXPGGW,107,32
10000000000,B004YL3332,71,40
10000000000,B0009QYTIE,56,35
10000000000,B005VM62QS,69,45
10000000000,B0013F6SCA,79,27
10000000000,B00H8MSFE6,73,23
10000000000,B0057ECYS0,101,29
10000000000,B0006FHFYS,140,26
10000000000,B005BEKUFK,39,33
10000000000,B0019QCGVK,8,27
10000000000,B004X0WC54,40,33
10000000000,B0009RNXNK,75,39
10000000000,B00H8MRDXA,64,44
10000000000,B0009UBSFM,79,50
10000000000,B0007G6KEW,52,21
10000000000,B0006HBS1M,83,32
10000000000,B001A6HK6K,145,35
10000000000,B00074FY9Q,91,41
10000000000,B005NMP5CI,103,36
10000000000,B004V8VQC8,107,37
10000000000,B005LETP1A,65,39
10000000000,B0012IYFO6,74,32
10000000000,B00674S1Y0,87,37
10000000000,B000324Y16,73,34
10000000000,B00078ZHPS,56,33
10000000000,B0000DEWH6,99,17
10000000000,B004V8VQKK,104,31
10000000000,B005J3UB2K,72,44
10000000000,B00H0DH2KG,95,29
10000000000,B005KWLEVW,8,42
10000000000,B0012LZD5I,73,28
10000000000,B0075M5H36,53,30
10000000000,B0051Y1G2G,50,39
10000000000,B0062CXIPO,100,41
10000000000,B0013P53YE,61,29
10000000000,B001B904QO,135,52
10000000000,B00031XUG2,59,32
10000000000,B005LKQCHY,49,36
10000000000,B005LVNS4S,86,34
10000000000,B006Z2BZOM,52,35
10000000000,B001ACVQKA,53,33
10000000000,B0052QYLUM,12,42
10000000000,B0013P7WXO,19,48
10000000000,B0052QOKWQ,88,46
10000000000,B004VL2VRY,40,32
10000000000,B0002JETO2,83,30
10000000000,B00068O250,110,30
10000000000,B0018SUE9A,20,36
10000000000,B00512VMVI,127,24
10000000000,B0067GKGFU,122,34
10000000000,B007BH1V1W,64,41
10000000000,B0052YO4WY,72,38
10000000000,B006S8Y68A,45,31
10000000000,B0012IT2C6,99,29
10000000000,B0009JOSNC,113,27
10000000000,B00I3WEXPU,28,40
10000000000,B0007CQ6L8,38,25
10000000000,B001B1C7R6,42,27
10000000000,B006VPC7UY,40,42
10000000000,B00I3WEXUA,98,43
10000000000,B005ZNCGKY,55,27
10000000000,B0069Z307U,91,41
10000000001,B005VLX5RS,49,31
10000000001,B002YGSTH4,112,33
10000000001,B000LEG1PS,103,38
10000000001,B002Y5XJL6,75,26
10000000001,B00E1CIGAE,55,32
10000000001,B000M8GBDK,90,24
10000000001,B0045I6IA4,108,26
10000000001,B0071GPAXS,121,32
10000000001,B0016NMIOG,71,40
10000000001,B00AA7O4CS,76,46
10000000001,B000GK5XY2,71,20
10000000001,B000M432IG,56,28
10000000001,B000XT30G4,91,37
10000000001,B001VEP5JU,71,30
10000000001,B00008ODBG,78,35
10000000001,B001IYQ7QS,75,38
10000000001,B005VM62SQ,44,20
10000000001,B002WQVKIQ,48,29
10000000001,B002WZ2RE8,78,28
10000000001,B006WU9S82,80,44
10000000001,B002X7A008,61,33
10000000001,B001GQ2RXK,65,37
10000000001,B002XLG2IS,89,37
10000000001,B0075M5H36,72,29
10000000001,B003Z6Q3V6,44,31
10000000001,B0016N7IJ6,99,43
10000000001,B0001BUKA8,21,46
10000000001,B00A0ID900,59,39
10000000001,B002XVRKHK,72,34
10000000001,B001JQMGBU,68,36
10000000001,B000056J1W,71,37
10000000001,B002YWZ79G,73,36
10000000001,B000GOUUR8,109,31
10000000001,B001GQ2RUS,93,35
10000000001,B00821FLTE,56,20
10000000001,B00125NZSQ,89,59
10000000001,B003VTZM2I,43,48
10000000001,B000MAER3Y,25,28
10000000001,B0016A7QYQ,100,32
10000000001,B003VTZKOI,42,30
10000000001,B00318CLUK,83,25
10000000001,B00007B769,114,32
10000000001,B001UD0US8,96,45
10000000001,B00318CME0,14,27
10000000001,B0057TWB9M,85,28
10000000001,B003VLG4PK,60,30
10000000001,B003VKPDVW,72,43
10000000001,B0031A1R26,70,25
10000000001,B006Y7OS1A,95,42
10000000001,B000G1YW98,62,31
10000000001,B000KN0M7S,101,32
10000000001,B000GWWA8C,116,36
10000000001,B003VNKLIY,39,37
10000000001,B0026S3ZFG,62,39
10000000001,B009YDCN8G,74,40
10000000001,B000UEA96G,131,27
10000000001,B002Z37B0W,71,40
10000000001,B00067AEGC,57,35
10000000001,B001UFFE82,9,30
10000000001,B002646750,28,42
10000000001,B002ZG7JPG,50,36
10000000001,B001UFCJ9O,84,30
10000000001,B000YDDF6O,133,27
10000000001,B002ZNKTIS,80,16
10000000001,B000GKWA66,82,49
10000000001,B00005LBZF,46,31
10000000001,B001UF8BL4,84,38
10000000001,B002UKXLJK,64,23
10000000001,B005UV0UUE,81,32
10000000001,B0019QCGVK,59,35
10000000001,B00C5HQB9K,74,33
10000000001,B002UKKVIY,85,27
10000000001,B009YSYCZI,57,25
10000000001,B0052QOKXU,59,37
10000000001,B0057EEC44,57,30
10000000001,B00ACR00TC,69,34
10000000001,B0030HWJOA,54,32
10000000001,B003YC0W7W,68,32
10000000001,B000G7YLZW,70,41
10000000001,B001W0XYQY,78,37
10000000001,B0071L83Z0,66,37
10000000001,B001HX4D4I,69,41
10000000001,B005Y29DSO,103,27
10000000001,B002V92XRQ,73,30
10000000001,B00E8LTY4A,88,32
10000000001,B0042A5ZVS,31,25
10000000001,B0009ET49K,32,44
10000000001,B0085CBA90,112,30
10000000001,B0054WHTRG,112,37
10000000001,B00428T430,49,38
10000000001,B005XTKHF6,98,27
10000000001,B000TVGRTI,111,38
10000000001,B006WE40UE,53,52
10000000001,B00A47VH2O,30,30
10000000001,B001X6B3MO,98,38
10000000001,B001H0GF10,61,32
10000000001,B0070A5DF0,98,32
10000000001,B000LSL5ZK,116,42
10000000001,B002VXO16S,67,33
10000000001,B002W5HN0G,35,34
10000000001,B002UXQSVK,95,36
10000000001,B000LXQVA4,117,46
10000000001,B005YGV8RO,92,22
10000000001,B00E8NDTVW,97,45
10000000001,B000262HNU,99,50
10000000001,B00BWIPD42,47,29
10000000001,B00208KCUS,50,44
10000000001,B00A65YN8E,31,44
